央视,#genre#
襄阳综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221229846/1.m3u8
襄阳综合,http://111.48.34.237/PLTV/88888888/224/3221229846/1.m3u8
孝感生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230534/1.m3u8
新动漫,http://111.48.34.237/PLTV/88888888/224/3221230487/1.m3u8
新动漫,http://111.48.34.138/000000001000PLTV/88888888/224/3221230487/1.m3u8
央广购物,http://111.48.34.138/000000001000PLTV/88888888/224/3221230412/1.m3u8
央广购物,http://111.48.34.237/PLTV/88888888/224/3221230412/1.m3u8
央视频,http://111.48.34.237/PLTV/88888888/224/3221230371/1.m3u8
宜昌综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230587/1.m3u8
中央新影老故事,http://111.48.34.138/000000001000PLTV/88888888/224/3221230087/1.m3u8
中央新影老故事,http://111.48.34.138/000000001000PLTV/88888888/224/3221230539/1.m3u8
中央新影老故事,http://111.48.34.237/PLTV/88888888/224/3221230087/1.m3u8
中央新影老故事,http://111.48.34.237/PLTV/88888888/224/3221230539/1.m3u8
中央新影中学生,http://111.48.34.138/000000001000PLTV/88888888/224/3221230602/1.m3u8
CCTV4K,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6604ddd5cf779/index.m3u8?m3u8_level=2
CCTV4K,http://111.48.34.138/000000001000PLTV/88888888/224/3221230518/1.m3u8
CCTV4K,http://111.48.34.138/000000001000PLTV/88888888/224/3221230571/1.m3u8
CCTV4K,http://111.48.34.138/000000001000PLTV/88888888/224/3221230577/1.m3u8
CCTV兵器科技,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638077907bdcd/index.m3u8?m3u8_level=2
CCTV兵器科技,http://111.48.34.138/000000001000PLTV/88888888/224/3221230162/1.m3u8
CCTV兵器科技,http://111.48.34.138/000000001000PLTV/88888888/224/3221230537/1.m3u8
CCTV第一剧场,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638077f5ca035/index.m3u8?m3u8_level=2
CCTV第一剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230488/1.m3u8
CCTV电视指南,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638078586a829/index.m3u8?m3u8_level=2
CCTV电视指南,http://111.48.34.138/000000001000PLTV/88888888/224/3221230078/1.m3u8
CCTV电视指南,http://111.48.34.138/000000001000PLTV/88888888/224/3221230492/1.m3u8
CCTV风云音乐,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN63807810519fb/index.m3u8?m3u8_level=2
CCTV风云音乐,http://111.48.34.138/000000001000PLTV/88888888/224/3221230089/1.m3u8
